x,y,z
-36, 29, 213
-42, 37, 212
-42, 38, 211
-39, 34, 211
-40, 33, 206
-37, 25, 210
-40, 25, 213
-41, 29, 207
-44, 33, 206
-45, 37, 210
-47, 35, 211
-47, 37, 209
-48, 36, 209
-46, 35, 210
-49, 34, 212
-49, 35, 213
-53, 37, 214
-57, 38, 214
-57, 36, 216
-55, 32, 216
-54, 32, 214
-51, 29, 210
-48, 30, 208
-52, 31, 209
-54, 35, 209
-54, 33, 214
-55, 32, 212
-53, 34, 208
-52, 32, 208
-50, 32, 205
-52, 36, 204
-57, 41, 205
-61, 43, 209
-60, 42, 205
-58, 41, 208
-59, 37, 207
-61, 39, 206
-67, 42, 212
-66, 42, 211
-66, 42, 210
-64, 40, 210
-65, 38, 207
-65, 38, 208
-69, 43, 208
-68, 45, 208
-68, 45, 208
-68, 40, 208
-66, 40, 203
-62, 35, 204
-63, 34, 204
-68, 42, 204
-68, 41, 206
-68, 42, 202
-67, 40, 205
-67, 42, 203
-67, 37, 205
-66, 36, 203
-70, 39, 206
-74, 42, 208
-74, 45, 204
-73, 44, 204
-71, 45, 203
-72, 48, 202
-74, 47, 200
-73, 43, 203
-78, 45, 203
-79, 50, 202
-78, 44, 204
-76, 41, 203
-76, 43, 199
-78, 41, 200
-79, 45, 208
-83, 42, 205
-85, 47, 208
-83, 44, 202
-82, 40, 200
-85, 41, 207
-85, 42, 202
-82, 43, 201
-82, 40, 202
-82, 43, 200
-83, 44, 202
-85, 43, 202
-85, 45, 203
-81, 47, 193
-80, 49, 191
-82, 46, 198
-86, 45, 201
-89, 47, 201
-89, 45, 200
-87, 44, 199
-86, 41, 204
-85, 40, 203
-90, 46, 201
-88, 45, 198
-92, 46, 204
-94, 48, 204
-94, 49, 201
-95, 50, 202
-94, 46, 202
-92, 46, 198
-92, 44, 198
-94, 47, 198
-92, 49, 193
-95, 49, 195
-96, 53, 194
-98, 50, 194
-99, 53, 193
-100, 53, 192
-99, 52, 189
-100, 51, 191
-100, 52, 188
-102, 50, 190
-108, 49, 194
-111, 57, 192
-108, 52, 192
-105, 49, 189
-103, 47, 186
-106, 48, 188
-108, 49, 190
-109, 52, 191
-111, 49, 192
-112, 52, 191
-108, 54, 184
-108, 52, 185
-108, 52, 185
-109, 54, 188
-113, 56, 190
-117, 57, 193
-114, 56, 189
-110, 54, 186
-111, 57, 183
-107, 55, 183
-111, 52, 182
-118, 54, 188
-120, 56, 186
-122, 58, 183
-122, 58, 186
-119, 53, 182
-118, 51, 182
-123, 53, 184
-124, 58, 179
-128, 56, 187
-130, 57, 190
-128, 55, 185
-125, 51, 181
-126, 52, 180
-131, 58, 184
-131, 60, 187
-130, 53, 184
-125, 51, 180
-122, 50, 179
-124, 53, 176
-128, 58, 181
-126, 58, 177
-125, 58, 176
-125, 61, 173
-125, 60, 175
-130, 67, 178
-132, 65, 180
-131, 60, 180
-129, 60, 178
-128, 58, 174
-127, 55, 175
-130, 54, 174
-134, 57, 178
-134, 58, 175
-135, 55, 174
-133, 54, 171
-134, 53, 169
-133, 52, 170
-140, 57, 176
-142, 60, 175
-145, 63, 173
-144, 57, 173
-141, 54, 176
-145, 61, 169
-144, 58, 171
-143, 59, 170
-143, 57, 171
-145, 61, 170
-145, 61, 169
-140, 63, 165
-140, 60, 166
-142, 61, 164
-146, 64, 165
-145, 63, 166
-146, 60, 168
-146, 59, 168
-148, 62, 164
-147, 61, 165
-148, 58, 168
-149, 58, 166
-150, 60, 165
-154, 57, 171
-155, 58, 163
-153, 56, 164
-155, 60, 160
-154, 58, 160
-154, 57, 158
-154, 52, 158
-158, 57, 158
-161, 58, 160
-162, 60, 158
-160, 59, 158
-158, 53, 154
-158, 47, 155
-162, 50, 151
-166, 49, 161
-168, 54, 156
-168, 53, 156
-171, 53, 160
-172, 52, 161
-168, 49, 157
-167, 48, 156
-167, 49, 154
-165, 47, 148
-169, 51, 153
-170, 49, 149
-168, 50, 149
-166, 41, 153
-167, 41, 147
-170, 40, 151
-171, 40, 152
-172, 41, 149
-174, 42, 146
-176, 36, 148
-178, 36, 150
-180, 42, 149
-186, 42, 150
-185, 43, 148
-181, 40, 141
-178, 36, 139
-182, 38, 137
-179, 36, 137
-185, 39, 137
-188, 39, 143
-193, 44, 142
-191, 39, 142
-192, 40, 137
-191, 38, 132
-191, 36, 133
-192, 36, 129
-194, 37, 134
-197, 37, 135
-196, 38, 134
-195, 35, 129
-192, 40, 125
-195, 36, 126
-194, 34, 128
-194, 36, 130
-191, 29, 121
-192, 30, 125
-196, 34, 125
-197, 37, 123
-199, 38, 123
-195, 35, 123
-195, 36, 120
-199, 36, 118
-198, 35, 120
-201, 42, 115
-199, 39, 113
-203, 41, 113
-207, 43, 116
-212, 42, 117
-210, 39, 116
-206, 36, 109
-205, 36, 107
-208, 36, 107
-217, 39, 113
-217, 39, 114
-212, 31, 109
-211, 29, 103
-212, 34, 103
-212, 36, 101
-219, 36, 106
-220, 37, 102
-220, 37, 102
-217, 36, 98
-214, 39, 101
-215, 36, 100
-222, 40, 105
-222, 41, 97
-220, 40, 97
-222, 41, 95
-215, 36, 91
-218, 35, 90
-218, 36, 87
-221, 36, 90
-226, 34, 92
-225, 36, 89
-225, 29, 79
-223, 29, 76
-228, 27, 81
-228, 28, 83
-234, 27, 87
-233, 38, 84
-231, 41, 79
-227, 42, 72
-227, 40, 69
-223, 36, 68
-221, 35, 67
-223, 33, 68
-230, 32, 70
-236, 38, 75
-242, 44, 72
-242, 43, 69
-241, 39, 65
-234, 36, 61
-233, 29, 58
-234, 27, 59
-236, 26, 62
-242, 28, 61
-246, 33, 65
-251, 38, 65
-250, 37, 63
-245, 34, 57
-242, 32, 52
-237, 25, 50
-237, 26, 50
-236, 28, 49
-237, 34, 45
-239, 37, 45
-247, 43, 48
-245, 41, 51
-247, 38, 51
-244, 36, 45
-237, 27, 36
-236, 24, 34
-236, 23, 34
-243, 24, 39
-245, 27, 40
-254, 32, 48
-256, 35, 51
-256, 38, 45
-255, 36, 42
-253, 32, 35
-250, 32, 29
-252, 33, 33
-252, 32, 39
-252, 30, 38
-253, 31, 37
-254, 35, 38
-253, 38, 31
-248, 35, 26
-244, 27, 26
-242, 27, 27
-242, 24, 29
-245, 25, 28
-247, 24, 31
-251, 31, 29
-251, 32, 32
-249, 32, 25
-245, 28, 24
-245, 29, 20
-246, 30, 21
-249, 28, 25
-252, 32, 20
