x,y,z
3, 2, 219
4, 1, 220
3, 3, 217
4, 2, 218
4, 2, 215
4, 2, 217
3, 1, 221
1, 3, 218
3, 1, 217
3, 1, 219
5, 1, 219
4, 1, 220
2, 0, 222
3, 1, 219
3, 0, 218
3, 2, 216
1, 1, 219
4, 1, 219
3, 2, 218
4, 1, 217
5, 2, 218
3, 2, 219
4, 2, 218
4, 2, 217
3, 2, 216
4, 1, 219
4, 0, 220
3, 1, 219
3, 1, 220
3, 3, 219
5, 2, 219
4, 1, 218
3, 2, 216
4, 1, 218
4, 2, 218
4, 0, 219
3, 1, 218
3, 2, 219
3, 2, 214
4, 1, 218
4, 1, 220
2, 0, 222
3, 2, 217
4, 3, 216
5, 4, 217
4, 1, 218
2, 2, 220
3, 2, 221
3, 1, 218
3, 2, 217
4, 2, 217
3, 2, 220
2, 2, 217
5, 3, 216
4, 3, 217
6, 3, 214
3, 1, 218
4, 2, 214
4, 3, 220
4, 2, 219
4, 0, 216
3, 1, 215
3, 2, 220
4, 0, 221
4, 1, 218
5, -1, 219
2, 2, 217
4, 3, 216
3, 2, 217
5, 1, 218
3, 1, 216
3, 2, 218
4, 2, 216
4, 1, 218
3, 3, 218
3, 3, 219
3, 2, 216
4, 2, 216
3, 1, 219
5, 3, 214
4, 1, 216
3, 2, 220
4, 1, 215
4, 0, 217
3, 0, 222
4, 2, 217
5, 1, 219
5, 3, 217
4, 3, 218
3, 2, 217
5, 1, 218
5, 0, 222
2, 2, 217
5, 2, 217
4, 1, 220
4, 2, 219
4, 1, 216
3, 1, 216
3, 0, 218
3, 1, 218
3, 2, 217
4, 1, 218
3, 1, 219
3, 2, 217
2, 2, 217
3, 3, 217
3, 2, 219
3, 3, 220
5, 1, 217
2, 1, 218
3, 2, 218
4, 1, 219
2, 1, 218
3, 3, 216
3, 3, 215
4, 1, 218
3, 1, 219
3, 1, 218
4, 2, 219
3, 2, 219
3, 1, 217
3, 3, 217
2, 3, 217
5, 1, 219
3, 0, 222
2, 3, 216
3, 2, 217
4, 3, 217
4, 1, 217
5, 1, 217
4, 2, 216
4, 3, 220
3, 1, 219
3, 2, 218
2, 2, 218
4, 1, 220
4, 1, 216
3, 1, 217
4, 2, 219
3, 1, 219
3, 2, 218
3, 1, 218
5, -1, 220
3, 2, 218
