x,y,z
-198, -75, 126
-197, -69, 114
-188, -54, 122
-178, -51, 114
-185, -53, 105
-189, -58, 102
-189, -61, 87
-194, -61, 79
-201, -62, 75
-193, -54, 69
-201, -56, 73
-211, -50, 65
-217, -44, 63
-220, -55, 52
-222, -51, 33
-224, -50, 27
-238, -39, 27
-240, -39, 24
-253, -49, 15
-255, -51, 12
-255, -41, 9
-253, -46, 10
-246, -45, 1
-249, -41, -3
-238, -47, -3
-241, -50, -3
-245, -53, -3
-249, -53, -8
-251, -52, -13
-251, -39, -18
-248, -36, -20
-238, -35, -22
-237, -31, -20
-239, -34, -25
-249, -38, -21
-256, -28, -22
-254, -25, -24
-245, -29, -22
-245, -29, -23
-242, -33, -24
-255, -41, -25
-262, -39, -25
-268, -41, -24
-255, -46, -19
-257, -42, -19
-253, -43, -20
-258, -42, -17
-258, -42, -15
-253, -38, -15
-256, -43, -12
-256, -41, -9
-253, -40, -11
-248, -44, -9
-247, -46, -9
-256, -45, -8
-257, -41, -10
-252, -42, -7
-252, -41, -10
-254, -42, -11
-257, -38, -13
-253, -37, -12
-246, -37, -10
-243, -34, -8
-250, -37, -12
-255, -39, -14
-256, -41, -16
-259, -43, -16
-261, -38, -20
-258, -38, -14
-251, -38, -12
-248, -41, -13
-249, -37, -13
-252, -40, -12
-256, -34, -14
-255, -36, -13
-251, -38, -12
-250, -36, -11
-251, -35, -13
-245, -37, -12
-258, -43, -14
-257, -38, -14
-255, -42, -9
-252, -42, -6
-250, -36, -7
-253, -36, -11
-255, -41, -12
-259, -39, -15
-253, -40, -11
-249, -40, -13
-250, -38, -9
-254, -39, -9
-253, -41, -14
-253, -39, -12
-251, -38, -11
-249, -37, -9
-251, -37, -11
-251, -36, -11
-254, -38, -9
-254, -38, -17
-255, -36, -13
-254, -42, -13
-251, -40, -13
-251, -36, -12
-254, -38, -11
-251, -38, -14
-256, -41, -12
-256, -37, -13
-252, -38, -11
-251, -37, -11
-253, -34, -11
-254, -35, -10
-256, -40, -12
-255, -41, -13
-256, -38, -12
-247, -40, -9
-248, -39, -10
-252, -38, -10
-254, -35, -9
-252, -34, -12
-252, -36, -9
-247, -35, -12
-255, -38, -14
-257, -39, -14
-256, -39, -17
-253, -38, -13
-252, -37, -10
-253, -34, -11
-256, -37, -16
-256, -36, -13
-255, -36, -12
-253, -38, -12
-253, -38, -13
-252, -38, -11
-256, -41, -14
-256, -42, -14
-252, -38, -11
-251, -36, -14
-254, -35, -16
-255, -35, -14
-252, -38, -16
-249, -37, -17
-250, -35, -16
-253, -33, -16
-253, -38, -17
-257, -35, -19
-254, -37, -17
-255, -35, -20
-255, -36, -20
-256, -36, -20
-250, -34, -19
-251, -38, -16
-257, -34, -19
-257, -38, -19
-254, -35, -17
-253, -37, -16
-255, -37, -15
-256, -37, -15
-255, -35, -18
-252, -36, -18
-254, -35, -18
-252, -36, -16
-251, -37, -16
-252, -36, -17
-252, -38, -19
-254, -37, -21
-259, -35, -28
-259, -37, -25
-261, -36, -31
-261, -37, -37
-261, -40, -34
-250, -46, -33
-242, -43, -24
-244, -37, -28
-245, -24, -37
-239, -14, -33
-241, -18, -29
-250, -33, -22
-242, -28, -17
-238, -24, -7
-247, -34, 5
-253, -36, 6
-239, -22, 13
-235, -16, 23
-209, -29, 42
-187, -37, 52
-206, -43, 63
-226, -39, 78
-215, -25, 75
-188, -14, 75
-148, -24, 116
-149, -25, 118
-148, -16, 129
-123, 3, 150
-128, 1, 169
-123, -6, 189
-128, -2, 181
-127, 0, 192
-125, 1, 196
-110, 4, 190
-107, -5, 191
-81, -21, 206
-74, -28, 205
-55, -31, 213
-57, -30, 219
-59, -26, 220
-56, -22, 218
-52, -26, 219
-49, -32, 221
-56, -33, 227
-50, -32, 228
-39, -26, 228
-28, -33, 235
-25, -35, 235
-22, -40, 229
-22, -44, 236
-24, -21, 223
-21, -4, 215
-14, -7, 217
-9, -8, 223
-10, -15, 231
-13, -21, 236
-17, -16, 241
-21, -15, 238
-17, -7, 237
-18, -7, 236
-18, -21, 237
-20, -27, 242
-18, -27, 238
-15, -18, 227
-12, -16, 226
-16, -5, 226
-20, -5, 226
-16, -12, 225
-14, -13, 223
-13, -20, 226
-8, -17, 219
-3, -13, 217
-1, -11, 213
-4, -8, 214
-12, -8, 216
-18, -5, 215
-16, -5, 219
-14, -4, 219
-13, -2, 215
-10, -5, 218
-12, -7, 220
-12, -6, 219
-10, -9, 218
-12, -9, 219
-13, -9, 221
-5, -3, 219
-4, 0, 218
-3, -1, 213
-4, -1, 211
0, -1, 210
0, -1, 213
-1, -1, 212
0, -6, 212
-1, -7, 216
-1, -4, 219
-2, 1, 210
-2, -2, 219
0, 0, 218
1, -5, 220
1, -3, 218
-1, -2, 219
1, -4, 220
-2, -3, 225
-3, -2, 221
-1, -1, 218
-3, 0, 219
-3, 2, 219
-4, 1, 213
-7, 1, 216
1, 2, 215
4, 0, 218
4, -1, 217
3, -2, 217
4, 0, 217
1, 0, 222
-1, 4, 212
0, 2, 218
2, 3, 215
1, 2, 216
2, 5, 214
2, 0, 220
1, 0, 218
-1, 1, 219
-1, 1, 222
0, 2, 219
0, 2, 218
1, 1, 218
2, -1, 226
2, -1, 217
4, -1, 216
1, 0, 217
1, 2, 216
0, 3, 217
-1, 2, 218
0, 3, 217
-1, 4, 219
-2, 3, 214
1, 3, 216
1, -2, 217
1, 1, 217
2, 2, 216
1, 2, 219
0, 3, 222
-3, 2, 220
-1, 5, 219
1, 4, 219
1, 0, 216
1, 0, 219
3, 1, 219
4, 2, 217
1, 2, 217
1, 0, 220
1, 3, 220
-1, 3, 221
-4, 2, 217
-1, 2, 218
1, -1, 218
2, -1, 216
4, -1, 217
2, -1, 218
3, -1, 217
3, 0, 220
0, 2, 215
2, 1, 217
1, 6, 213
1, 3, 215
0, 6, 214
-1, 6, 217
-2, 2, 219
-3, 2, 220
0, 3, 215
2, 5, 214
0, 0, 219
1, -1, 218
2, 1, 221
2, 3, 217
0, 2, 217
1, 2, 216
-1, 4, 218
-1, 0, 220
-4, 0, 218
-2, 4, 215
-5, 5, 219
-3, 5, 217
-4, 5, 212
-3, 2, 216
-1, 2, 219
0, 3, 215
-2, 1, 219
-4, 1, 223
-4, 1, 220
-8, 4, 224
-4, 4, 217
-3, 7, 218
-2, 4, 219
0, -1, 223
1, 0, 222
-2, -2, 216
0, 0, 216
-3, 0, 216
-3, 2, 218
-3, 2, 216
-4, 4, 216
-3, 3, 218
-3, 3, 218
-4, 5, 218
-2, 4, 216
-3, 3, 220
-6, 4, 219
-5, 4, 216
-5, 3, 217
-3, 4, 217
-2, 3, 216
0, 4, 212
-3, 3, 216
-6, 6, 215
-8, 6, 213
-7, 7, 216
-7, 8, 218
-4, 6, 214
-4, 6, 218
-5, 3, 216
-5, 4, 216
-4, 5, 219
-5, 5, 220
-6, 5, 220
-3, 4, 222
-2, 6, 220
-3, 5, 222
-2, 4, 226
0, 1, 219
-2, 1, 221
0, 4, 222
1, 3, 219
0, 3, 219
-1, 5, 218
-3, 6, 216
-1, 9, 217
-1, 6, 215
-2, 5, 214
-2, 5, 214
-2, 4, 219
-2, 5, 218
-3, 3, 217
0, 7, 215
-2, 8, 216
-2, 7, 217
-6, 7, 218
-6, 6, 217
-5, 8, 214
-4, 8, 214
-1, 5, 216
-4, 4, 214
-4, 7, 220
-6, 8, 220
-9, 8, 222
-5, 6, 221
-3, 4, 219
-4, 4, 215
-1, 4, 218
-2, 5, 217
0, 4, 216
0, 5, 216
-2, 5, 217
-1, 6, 217
-4, 3, 221
-4, 9, 218
-4, 8, 218
-5, 7, 218
-6, 4, 222
-5, 6, 222
-3, 7, 217
-6, 3, 219
-6, 4, 220
-6, 3, 214
-7, 4, 221
-7, 0, 223
-8, 2, 219
-10, 1, 222
1, 9, 233
-6, 10, 245
-8, 5, 237
-11, 4, 239
-9, 13, 236
-7, 14, 233
-7, 9, 235
-19, -34, 259
-22, -43, 262
-19, -25, 235
-21, -12, 242
-41, -14, 240
-45, -9, 228
-44, 3, 224
-54, 0, 212
-39, -11, 205
-56, -22, 192
-95, -11, 208
-102, -14, 206
-97, -15, 187
-98, -18, 182
-115, -27, 193
-136, -29, 193
-133, -21, 189
-136, -29, 186
-146, -30, 173
-147, -31, 164
-143, -36, 156
-140, -42, 155
-144, -47, 156
-165, -54, 149
-186, -59, 140
-189, -54, 130
-183, -48, 117
-181, -45, 113
-184, -43, 106
-198, -47, 106
-204, -42, 92
-213, -41, 86
-214, -37, 81
-216, -40, 71
-210, -35, 64
-215, -37, 62
-222, -31, 52
-226, -38, 47
-238, -53, 40
-243, -54, 35
-239, -48, 33
-230, -52, 25
-222, -47, 22
-229, -39, 17
-233, -45, 11
-234, -53, 9
-238, -50, 3
-246, -51, -4
-246, -48, -9
-240, -44, -18
-236, -42, -18
-245, -40, -29
-244, -46, -37
-250, -51, -39
-252, -35, -45
-250, -34, -51
-244, -36, -56
-245, -46, -51
-255, -43, -57
-254, -44, -59
-249, -47, -56
-247, -45, -56
-251, -37, -54
-253, -47, -49
-253, -46, -50
-256, -44, -47
-260, -45, -49
-257, -45, -45
-253, -46, -39
-254, -44, -41
-253, -43, -40
-253, -47, -37
-251, -50, -40
-248, -52, -37
-257, -49, -36
-260, -45, -41
-257, -45, -39
-252, -49, -33
-255, -42, -35
-253, -42, -38
-250, -47, -35
-249, -46, -35
-252, -45, -35
-258, -41, -39
-256, -42, -40
-254, -42, -37
-245, -44, -35
-244, -47, -33
-251, -43, -33
-255, -43, -35
-255, -43, -36
-253, -42, -38
-255, -44, -40
-253, -46, -41
-251, -43, -37
-252, -44, -41
-255, -45, -39
-255, -43, -37
-253, -43, -34
-254, -40, -38
-251, -46, -36
-254, -41, -34
-254, -40, -37
-253, -42, -37
-253, -41, -36
-249, -42, -36
-250, -45, -35
-247, -45, -36
-252, -46, -36
-254, -44, -37
-256, -45, -38
-254, -46, -36
-250, -41, -38
-253, -41, -38
-255, -45, -37
-253, -41, -40
-253, -44, -39
-253, -42, -43
-252, -45, -43
-253, -44, -46
-252, -48, -44
-251, -44, -47
-247, -54, -46
-245, -40, -56
-249, -31, -59
-249, -33, -59
-245, -28, -52
-244, -30, -45
-245, -27, -23
-251, -17, -18
-246, -15, -21
-240, -39, -4
-242, -39, 2
-239, -33, 18
-229, -36, 14
-227, -42, 32
-221, -35, 44
-221, -26, 53
-224, -45, 61
-214, -36, 62
-197, -38, 64
-200, -48, 75
-208, -40, 96
-211, -20, 101
-204, -19, 108
-202, -25, 126
-193, -18, 124
-189, -13, 121
-181, -17, 123
-155, 1, 153
-161, -33, 172
-161, -13, 176
-156, -5, 172
-155, -4, 168
-159, -16, 176
-147, -8, 179
-131, 1, 189
-131, 6, 186
-128, 9, 184
-130, 7, 185
-127, 9, 174
-115, -4, 177
-110, -9, 180
-85, -3, 209
-87, 1, 191
-67, 12, 211
-65, 8, 209
-61, 11, 198
-59, 18, 218
-66, 20, 209
-62, 20, 213
-61, 7, 215
-47, 1, 237
-45, -2, 237
-40, -5, 245
-53, -17, 256
-55, -22, 262
-50, -8, 250
-55, -8, 242
-43, -5, 239
-39, -5, 234
-31, -1, 222
-31, -3, 232
-36, -3, 224
-37, 0, 220
-36, 2, 213
-41, 0, 235
-53, -8, 235
-53, 2, 222
-39, 9, 212
-42, 11, 208
-52, 15, 211
-56, 16, 211
-61, 25, 212
-73, 3, 215
-63, 11, 208
-52, 3, 203
-52, 3, 206
-49, -10, 214
-51, -7, 217
-54, -2, 210
-58, -3, 211
-55, 0, 206
-50, 13, 195
-49, 4, 197
-44, 1, 206
-46, -18, 210
-52, -11, 208
-57, -14, 222
-54, -10, 219
-38, -11, 215
-57, -14, 221
-55, -14, 234
-53, -1, 212
-44, 4, 203
-39, 11, 201
-46, 13, 197
-47, 4, 205
-38, -10, 225
-33, -12, 230
-15, 1, 239
-50, -10, 203
-33, 1, 207
-34, 6, 203
-29, 5, 211
-35, -18, 235
-35, -21, 234
-30, 1, 204
-26, 11, 198
-19, 2, 213
-19, -6, 222
-19, -13, 222
-27, 6, 199
-35, 9, 213
-46, 18, 206
-46, 17, 210
-44, 16, 208
-32, 4, 217
-27, 8, 201
-30, -1, 217
-31, 7, 217
-36, 14, 204
-40, 18, 211
-46, 23, 204
