x, y, z
4, 3, 218
3, 1, 218
3, 2, 215
2, 1, 219
2, 3, 219
3, 2, 216
4, 1, 219
5, 2, 219
3, 1, 217
3, 0, 220
2, 0, 217
2, 1, 219
4, 2, 216
2, 0, 219
1, -1, 220
3, 1, 217
2, -1, 216
3, 0, 215
0, -24, 217
-4, -44, 218
-4, -13, 218
2, 16, 221
7, 28, 219
-3, -18, 220
-20, -33, 219
-56, -44, 214
-64, -42, 212
-67, -24, 225
-30, 2, 232
-64, 5, 209
-4, 27, 214
-15, 20, 199
6, 10, 204
-2, -3, 225
12, -6, 222
56, 19, 222
52, 1, 209
39, 12, 217
50, 22, 213
38, 29, 222
26, 28, 219
30, 11, 218
32, 8, 222
23, 2, 218
12, 1, 219
9, 1, 217
16, 0, 220
22, 1, 217
11, 0, 217
3, -3, 219
4, 1, 219
3, 0, 218
6, -2, 217
4, 0, 217
4, 0, 219
6, 1, 220
6, -2, 212
2, -1, 215
3, 0, 218
3, -3, 228
2, -1, 222
1, -5, 224
2, 0, 217
4, 0, 217
5, -5, 221
1, 2, 218
2, 5, 220
2, 1, 217
3, 0, 219
3, 0, 219
4, 0, 218
4, -1, 219
4, 0, 217
2, -1, 218
3, -1, 218
4, -1, 222
2, 0, 218
5, -1, 219
2, 0, 218
2, -1, 219
1, 0, 221
2, 0, 217
2, 1, 216
3, -1, 218
3, -1, 220
4, -3, 219
2, -1, 218
4, -1, 218
3, 0, 220
4, -1, 223
2, -1, 219
4, -1, 220
2, -1, 219
4, -1, 220
4, -2, 219
3, -1, 220
3, -1, 217
3, -1, 219
3, 0, 220
2, 1, 217
2, 0, 219
5, -1, 218
5, 0, 218
3, 2, 217
3, 0, 218
4, -3, 221
2, -1, 219
2, 0, 217
2, 0, 219
3, 0, 218
2, 0, 219
4, 0, 218
3, 0, 218
2, -1, 218
3, 0, 219
4, 0, 219
6, 1, 217
4, 0, 221
4, -1, 219
3, -1, 218
3, 1, 219
4, -1, 217
2, 0, 221
4, -3, 219
3, -3, 223
2, -1, 222
2, 0, 219
3, -1, 219
4, 0, 218
3, 0, 217
2, 0, 219
4, 0, 219
3, 0, 219
3, -2, 219
3, -1, 219
4, -1, 218
5, -1, 218
2, 1, 218
3, -2, 220
3, -1, 218
3, 0, 219
4, 1, 220
3, -3, 219
4, -1, 220
3, -3, 221
4, -1, 220
5, -1, 216
2, -1, 222
-1, 1, 219
4, 1, 217
5, -1, 219
3, 0, 219
3, 3, 218
3, 0, 218
3, 0, 219
3, 0, 217
3, 0, 216
3, -1, 220
5, -2, 220
3, -2, 219
6, -2, 216
4, -4, 217
0, 0, 220
2, 5, 218
3, 0, 219
