x, y, z
6, 4, 217
6, 2, 217
4, 2, 217
5, 3, 217
4, 3, 220
3, 3, 220
5, 2, 219
6, 2, 219
4, 3, 219
5, 4, 218
4, 1, 219
4, 1, 218
5, 2, 219
5, 2, 219
2, 2, 218
6, 2, 218
5, 2, 218
6, 3, 216
5, 1, 217
5, 3, 219
5, 3, 217
6, 5, 215
4, 3, 218
6, 2, 217
4, 3, 216
5, 4, 219
4, 3, 218
4, 2, 218
6, 2, 219
6, 2, 219
5, 0, 218
5, 2, 217
4, 0, 219
5, 2, 219
4, 2, 219
5, 2, 221
5, 2, 219
5, 1, 219
4, 4, 217
4, 2, 219
4, 2, 219
5, 3, 217
6, 3, 218
3, 2, 220
5, 3, 218
4, 3, 219
5, 2, 219
6, 2, 219
6, 2, 218
5, 2, 218
5, 2, 216
6, 1, 218
5, 1, 221
3, 1, 220
5, 1, 218
6, 0, 218
29, -19, 219
-9, -1, 218
8, -10, 215
-21, -5, 218
-11, -32, 213
-27, -173, 215
26, -190, 211
30, -235, 222
40, -248, 200
38, -126, 217
-8, -115, 220
-14, -83, 206
3, -64, 204
7, -78, 198
13, -27, 214
-24, 82, 220
-11, 161, 218
1, 273, 225
-28, 283, 231
-55, 261, 227
-61, 223, 225
-32, 147, 224
-17, 101, 219
5, 4, 219
8, 2, 218
3, 1, 219
3, -1, 216
6, 0, 220
6, 0, 217
2, 0, 219
2, 1, 218
2, 1, 218
3, 1, 220
5, 0, 220
3, 0, 219
5, -1, 218
2, 1, 218
3, 0, 218
2, 2, 218
4, 0, 218
4, 1, 218
1, 3, 217
2, 3, 218
1, 3, 218
2, 2, 217
2, 1, 218
2, 2, 217
3, 2, 218
4, 2, 221
2, 4, 220
2, 2, 218
2, 2, 219
3, 1, 221
3, 1, 218
3, 0, 218
3, 0, 218
3, 1, 217
3, 1, 220
1, 3, 217
4, 1, 220
3, 2, 218
2, 2, 218
2, 1, 216
3, 1, 218
3, 2, 218
3, 3, 217
3, 1, 219
2, 3, 217
3, 1, 218
3, 2, 218
4, 1, 217
3, 1, 216
3, 0, 218
5, 1, 217
3, 0, 218
3, 1, 219
2, 0, 216
3, 1, 217
1, 3, 220
3, 2, 219
1, 2, 219
3, 2, 221
2, 1, 220
1, 1, 219
2, 3, 219
3, 1, 218
2, 2, 219
3, 3, 216
3, 3, 217
3, 1, 219
5, 1, 218
3, 1, 220
3, 0, 219
2, 1, 219
2, 2, 216
2, 1, 217
1, -1, 222
3, 0, 219
2, 0, 219
3, 2, 219
3, 2, 218
2, 1, 219
2, 2, 218
2, 2, 217
2, 1, 218
3, 3, 217
2, 2, 218
2, 0, 219
2, 3, 217
3, 2, 217
2, 2, 219
2, 2, 218
4, 0, 219
5, 1, 217
2, 1, 218
3, 2, 216
2, 2, 216
2, 0, 218
1, 0, 217
4, 1, 216
4, 1, 216
3, 1, 219
3, 2, 219
3, 1, 218
3, 1, 219
3, 4, 217
2, 2, 216
5, 3, 215
1, 2, 218
2, 2, 219
0, 19, 220
2, 28, 215
17, 118, 213
-1, 132, 219
9, 154, 223
-58, 163, 235
-33, 157, 236
-13, 171, 226
-26, 151, 208
-40, 109, 200
23, 67, 260
-19, 78, 207
-27, 78, 213
-67, 6, 226
-69, -70, 250
-46, -99, 242
23, -176, 205
82, -222, 233
80, -202, 194
55, -165, 209
52, -131, 223
-4, -97, 214
-19, -95, 219
-12, -64, 219
-12, -56, 220
1, -1, 220
12, -1, 218
10, -3, 217
14, 1, 215
3, 5, 217
-1, 8, 216
5, 3, 215
6, 1, 220
4, 2, 217
3, -7, 216
-2, -22, 218
1, -3, 219
1, -28, 219
-11, -76, 226
16, -78, 218
-8, -100, 209
23, -121, 210
21, -112, 206
20, -134, 220
18, -140, 200
-7, -138, 221
4, -142, 221
-6, -120, 215
-12, -86, 230
-16, -76, 215
-19, -52, 223
7, -12, 201
-31, 60, 224
-16, 80, 215
-9, 110, 236
14, 199, 231
-2, 221, 235
-34, 200, 219
-23, 213, 220
-16, 167, 223
-19, 137, 225
2, 12, 216
6, 7, 216
2, 21, 220
-2, 13, 219
7, -7, 219
3, -6, 220
5, 1, 220
4, 19, 219
-1, 53, 221
1, 65, 223
-2, 73, 220
11, 93, 218
-19, 93, 227
1, 100, 223
14, 122, 226
11, 110, 218
10, 141, 225
-3, 120, 226
-33, 131, 228
-56, 121, 227
-70, 29, 239
-89, 57, 207
-19, 28, 226
-9, -58, 215
1, -112, 226
18, -180, 222
45, -175, 209
37, -201, 217
38, -180, 216
17, -133, 219
-4, -124, 216
-1, -106, 211
3, -5, 220
6, 1, 220
8, -8, 218
5, -10, 219
1, 15, 218
5, 7, 220
4, 3, 221
4, 3, 220
5, 4, 217
5, 4, 215
4, 1, 220
6, -1, 219
2, -4, 218
6, -1, 217
12, 1, 218
7, 4, 220
5, 3, 220
5, 3, 216
6, 1, 217
5, 3, 219
5, 1, 220
6, 2, 218
4, 3, 219
5, 2, 219
4, 2, 217
4, 4, 217
4, 3, 218
3, 1, 220
6, 3, 217
4, 3, 217
4, 2, 218
2, 3, 221
5, 2, 219
4, 2, 220
5, 2, 218
5, 2, 219
5, 2, 219
7, 1, 219
7, 1, 216
4, 2, 221
5, 2, 219
4, 2, 219
6, 1, 218
6, 2, 216
3, 2, 219
5, 2, 221
5, 3, 219
5, 3, 219
4, 3, 217
4, 4, 221
4, 3, 218
4, 3, 216
5, 2, 218
5, 2, 216
3, 2, 218
5, 3, 218
6, 3, 218
4, 2, 219
5, 2, 217
4, 3, 216
4, 4, 215
6, 0, 221
7, 1, 219
5, 2, 219
4, 2, 219
4, 2, 220
4, 3, 217
3, 3, 218
4, 2, 217
4, 2, 219
5, 2, 219
4, 4, 220
5, 1, 218
