x,y,z
5, 2, 219
3, 2, 219
3, 1, 217
5, 1, 219
5, 2, 216
4, 1, 217
5, 1, 218
4, 1, 220
3, 1, 218
4, 2, 221
5, 0, 219
4, 2, 219
5, 1, 219
3, 2, 216
4, 2, 219
3, 2, 217
4, 1, 218
4, 1, 219
7, -1, 219
5, 1, 218
5, 1, 217
4, 1, 217
5, 1, 219
3, 1, 219
4, 0, 218
4, 1, 217
3, 2, 218
4, 2, 219
5, 2, 218
3, 3, 216
5, 1, 218
4, 1, 217
5, 2, 219
4, 1, 219
4, 1, 218
4, 0, 219
6, 0, 217
6, 1, 218
4, 1, 219
3, 0, 219
5, 0, 218
5, -2, 219
5, 1, 218
4, 2, 219
3, 1, 221
4, 2, 218
6, 0, 219
3, 2, 217
4, 1, 217
4, 2, 215
2, 1, 218
2, 2, 219
3, 0, 219
4, 1, 218
4, 0, 219
4, 0, 218
4, 1, 216
4, 0, 217
4, 1, 218
4, 2, 216
5, 1, 217
7, 3, 215
5, 1, 219
4, 1, 217
5, 4, 216
5, 0, 217
5, 2, 218
4, 0, 218
4, 2, 216
3, 2, 216
4, 0, 217
3, 2, 219
5, 2, 216
4, 2, 215
4, 1, 218
5, 0, 221
4, 1, 223
4, 0, 220
5, 0, 219
5, 2, 214
4, 0, 220
4, 1, 218
5, 2, 219
5, 1, 219
5, 2, 215
4, 2, 215
4, 0, 218
4, 1, 221
4, 2, 219
5, 1, 219
5, 2, 214
5, 1, 219
4, 1, 218
7, -2, 218
5, 1, 218
3, 1, 217
4, 2, 219
4, 3, 217
3, 1, 220
5, 3, 216
5, 0, 217
6, 0, 218
5, 1, 218
5, 0, 220
6, 1, 220
4, 1, 219
5, 1, 216
4, 0, 218
5, 1, 218
6, 0, 218
5, 1, 217
5, 1, 218
4, 1, 217
3, 0, 218
4, 1, 218
3, 1, 219
3, 2, 219
4, 1, 218
4, 3, 217
2, 2, 217
5, 1, 217
5, 1, 217
4, 0, 217
5, 2, 217
3, 2, 220
3, 1, 218
4, 2, 217
4, 2, 219
3, 0, 221
5, 1, 218
5, 2, 216
4, 3, 219
3, 1, 218
5, 2, 217
3, 1, 217
5, 0, 218
4, 3, 215
6, 0, 220
4, 3, 216
4, 1, 218
4, 2, 217
3, 2, 214
5, 0, 218
4, 0, 218
5, 0, 218
4, 2, 219
4, 1, 217
3, -1, 223
4, 1, 217
6, 0, 217
5, 1, 218
5, 0, 220
4, 2, 217
4, 1, 216
5, 2, 216
5, 1, 216
5, 2, 216
8, -1, 218
7, 0, 221
3, 0, 219
4, 2, 215
4, 1, 216
6, 0, 220
5, 1, 218
4, 1, 217
6, 0, 219
5, 1, 217
5, 0, 215
6, 1, 217
4, 2, 219
5, 1, 218
4, 2, 216
4, 1, 217
5, 1, 219
4, 2, 219
4, 2, 218
4, 0, 220
5, 2, 218
4, 2, 216
7, 0, 216
4, 1, 218
4, 1, 220
5, 3, 216
7, -1, 218
4, 0, 219
4, 2, 219
2, 3, 215
5, 2, 216
3, 1, 218
6, 0, 219
5, 1, 219
5, 1, 216
4, 1, 222
5, 1, 219
3, 1, 218
4, 1, 219
3, 3, 216
6, 2, 218
3, 1, 219
5, 3, 217
6, 0, 219
5, 1, 218
4, -1, 220
4, 1, 217
4, 3, 217
5, 2, 217
4, 1, 218
4, 1, 218
4, 2, 221
3, 1, 218
5, 1, 218
4, 2, 217
4, 2, 220
3, 1, 218
6, 1, 218
4, 1, 218
4, 2, 217
4, 1, 217
4, 1, 218
5, 1, 219
4, 2, 218
4, 1, 218
4, 0, 217
5, 1, 218
2, 1, 218
4, 1, 218
3, 0, 219
4, 3, 219
4, 1, 221
3, 2, 215
3, 0, 221
3, 1, 218
2, 1, 217
3, 1, 216
