x,y,z
-44, -23, 199
-43, -21, 203
-40, -21, 214
-40, -21, 218
-43, -19, 216
-47, -19, 213
-42, -19, 206
-41, -27, 206
-42, -28, 207
-44, -21, 214
-45, -18, 214
-45, -18, 215
-44, -23, 216
-43, -25, 217
-41, -23, 213
-40, -20, 213
-41, -23, 215
-41, -20, 217
-40, -21, 216
-39, -20, 208
-39, -23, 209
-41, -25, 214
-46, -19, 205
-46, -16, 194
-62, -37, 161
-64, -42, 147
-52, -46, 135
-36, -40, 122
0, -30, 116
16, -22, 115
55, -15, 121
68, -20, 125
111, -16, 129
128, -5, 122
174, 29, 132
181, 24, 150
241, -4, 185
238, -49, 205
248, -31, 185
229, -7, 152
242, 42, 99
307, 49, 86
305, 6, 88
295, -43, 118
290, -46, 182
283, -10, 179
290, 17, 163
307, -11, 143
308, -34, 163
294, -48, 168
289, -41, 154
262, -10, 113
252, -2, 97
240, 5, 87
236, -1, 91
241, -17, 89
249, -37, 116
257, -36, 138
267, -27, 176
275, -21, 205
278, -20, 234
284, -24, 251
278, -11, 266
264, -12, 275
255, 9, 274
247, 62, 246
199, 111, 167
172, 102, 131
101, 54, 108
61, 17, 109
19, -35, 93
10, -56, 92
-27, -106, 125
-18, -78, 93
-35, -14, 131
-37, -10, 160
-25, -16, 172
-13, -14, 184
-3, -19, 196
12, -20, 199
8, -32, 195
1, -27, 190
-7, -24, 181
-26, -16, 188
-35, -15, 195
-43, -4, 207
-43, -5, 210
-42, -8, 210
-42, -15, 211
-50, -28, 202
-50, -30, 201
-48, -23, 201
-48, -20, 202
-48, -26, 209
-48, -26, 211
-53, -19, 220
-50, -14, 216
-43, -19, 217
-37, -29, 216
-40, -26, 213
-47, -23, 205
-52, -18, 212
-44, -16, 218
-39, -14, 217
-36, -12, 220
-38, -20, 210
-36, -20, 208
-37, -22, 207
-38, -20, 203
-42, -15, 213
-41, -12, 222
-38, -7, 227
-35, -9, 224
-34, -14, 213
-38, -15, 207
-38, -19, 203
-37, -21, 205
-35, -12, 217
-29, -12, 221
-30, -11, 224
-37, -10, 221
-40, -8, 219
-43, -10, 211
-42, -10, 212
-37, -11, 211
-34, -10, 212
-31, -13, 214
-34, -12, 214
-36, -15, 214
-34, -14, 213
-36, -6, 211
-34, -6, 212
-31, -11, 212
-32, -17, 213
-35, -10, 210
-36, -10, 204
-31, -13, 207
-30, -12, 219
-30, -9, 220
-31, -4, 222
-34, -3, 223
-32, -4, 219
-38, -7, 213
-33, -8, 214
-28, -14, 216
-27, -13, 217
-28, -7, 219
-27, -8, 216
-32, -8, 221
-31, -5, 214
-28, -6, 215
-25, -9, 219
-24, -5, 215
-25, -9, 221
-25, -5, 218
-27, -8, 206
-28, -10, 211
-28, -10, 209
-27, -13, 213
-24, -4, 213
-22, -1, 206
-27, -7, 199
-31, -8, 198
-27, -3, 195
-27, -2, 193
-23, -2, 189
-19, -1, 188
-18, 3, 182
-16, 5, 179
-15, 6, 180
-6, -26, 211
3, -20, 221
10, -10, 222
11, 5, 192
9, 1, 181
4, -3, 173
-3, -4, 171
-7, 11, 183
-3, 15, 184
-5, 12, 179
1, 6, 188
10, 2, 199
17, 4, 205
27, 9, 204
30, 11, 207
30, 7, 213
37, 4, 219
37, 8, 219
39, 19, 220
46, 29, 218
58, 33, 219
70, 8, 245
60, 16, 270
47, -5, 242
44, 37, 249
42, 40, 258
39, 31, 256
46, 21, 219
44, 12, 211
43, 20, 207
35, 27, 224
31, 30, 229
28, 33, 223
27, 23, 207
33, -3, 216
41, -21, 224
38, 24, 231
33, 52, 222
25, 60, 221
36, 53, 232
45, 41, 235
61, 46, 231
46, 84, 187
70, 118, 198
51, 29, 354
76, 110, 457
30, 50, 229
29, 71, 211
35, 68, 190
35, 37, 105
59, 68, 158
78, 110, 244
1, 136, 165
110, 158, 124
76, 21, 314
21, -25, 269
29, 34, 254
55, 61, 221
42, 58, 201
45, 71, 194
35, 41, 212
19, 9, 200
12, 20, 227
-13, -19, 222
43, 35, 208
54, 32, 210
51, 37, 186
55, 53, 182
8, 15, 162
40, 11, 177
50, 3, 261
46, -55, 351
16, 23, 139
20, 0, 224
22, 15, 196
31, 0, 228
13, -33, 286
3, -16, 234
-8, -21, 224
-7, -12, 224
0, 0, 214
3, 6, 214
6, 4, 215
10, 1, 218
12, 1, 218
14, -3, 216
11, 0, 217
10, -1, 221
8, 1, 218
11, 3, 216
14, 0, 220
11, -1, 218
9, 0, 219
7, -1, 218
6, 1, 218
7, 0, 218
5, 2, 218
7, 2, 219
5, 2, 217
6, 1, 216
7, 2, 216
6, 4, 216
7, 3, 217
5, 3, 219
6, 3, 218
7, 5, 215
8, 2, 219
9, 1, 219
7, 2, 220
7, 1, 216
7, 2, 218
4, 1, 222
5, 1, 218
4, 1, 219
6, 0, 218
5, 1, 219
4, 1, 220
6, 0, 219
5, 1, 217
7, 0, 219
6, 0, 220
3, 1, 223
4, 3, 219
5, 3, 219
7, 2, 219
7, 4, 218
6, 5, 217
4, 2, 220
6, 3, 217
6, 2, 218
5, 1, 218
6, 2, 218
4, 2, 219
7, 1, 219
5, 2, 217
6, 0, 219
5, 2, 217
6, 0, 219
6, 2, 216
4, 2, 220
5, 1, 218
3, 2, 219
4, 3, 219
4, 2, 217
5, 3, 219
5, 3, 219
5, 1, 223
4, 4, 218
6, 4, 219
4, 3, 215
5, 3, 219
3, 6, 214
4, 3, 219
3, 3, 218
5, 4, 216
6, 2, 217
6, 2, 219
7, 3, 216
4, 3, 217
7, 3, 216
3, 2, 219
4, 1, 222
5, 2, 217
5, 2, 217
4, 1, 218
6, 4, 219
4, 2, 219
3, 3, 217
3, 2, 219
2, 3, 215
4, 2, 218
4, 4, 216
4, 2, 217
6, 0, 220
5, 1, 219
4, 2, 219
2, 1, 219
6, 4, 218
8, 0, 219
4, 1, 220
4, 2, 217
4, 2, 218
4, 3, 216
6, 4, 216
5, 2, 219
4, 4, 217
5, 4, 217
4, 2, 217
5, 3, 219
4, 2, 220
5, 2, 217
4, 3, 218
2, 2, 218
3, 2, 219
4, 1, 221
3, 2, 220
3, 3, 218
4, 3, 217
5, 2, 218
3, 2, 216
4, 2, 220
3, 3, 218
4, 3, 215
4, 4, 216
3, 3, 219
5, 2, 217
4, 2, 219
4, 3, 216
3, 2, 218
5, 1, 218
4, 1, 219
4, 3, 215
4, 3, 218
3, 3, 217
3, 2, 219
5, 6, 215
4, 2, 218
5, 4, 218
4, 2, 217
2, 2, 218
4, 1, 220
3, 2, 219
4, 2, 220
4, 2, 216
4, 3, 216
2, 3, 216
4, 4, 217
4, 3, 218
4, 2, 217
5, 3, 220
3, 3, 221
4, 3, 215
2, 3, 218
